CEFR,Word,POS
B2/C1,spotlight,n.
B2/C1,spouse,n.
B2/C1,spy,"n.,v."
B2/C1,squad,n.
B2/C1,squeeze,v.
B2/C1,stab,v.
B2/C1,stability,n.
B2/C1,stabilize,v.
B2/C1,stake,n.
B2/C1,standing,adj.
B2/C1,stark,adj.
B2/C1,statistical,adj.
B2/C1,steer,v.
B2/C1,stem,"n.,v."
B2/C1,stereotype,n.
B2/C1,stimulus,n.
B2/C1,stir,v.
B2/C1,storage,n.
B2/C1,straightforward,adj.
B2/C1,strain,n.
B2/C1,strand,n.
B2/C1,strategic,adj.
B2/C1,striking,adj.
B2/C1,strive,v.
B2/C1,structural,adj.
B2/C1,stumble,v.
B2/C1,stun,v.
B2/C1,submission,n.
B2/C1,subscriber,n.
B2/C1,subscription,n.
B2/C1,subsidy,n.
B2/C1,substantial,adj.
B2/C1,substantially,adv.
B2/C1,substitute,"n.,v."
B2/C1,substitution,n.
B2/C1,subtle,adj.
B2/C1,suburban,adj.
B2/C1,succession,n.
B2/C1,successive,adj.
B2/C1,successor,n.
B2/C1,suck,v.
B2/C1,sue,v.
B2/C1,suicide,n.
B2/C1,suite,n.
B2/C1,summit,n.
B2/C1,superb,adj.
B2/C1,superior,adj.
B2/C1,supervise,v.
B2/C1,supervision,n.
B2/C1,supervisor,n.
B2/C1,supplement,"n.,v."
B2/C1,supportive,adj.
B2/C1,supposedly,adv.
B2/C1,suppress,v.
B2/C1,supreme,adj.
B2/C1,surge,"n.,v."
B2/C1,surgical,adj.
B2/C1,surplus,n.
B2/C1,surrender,v.
B2/C1,surveillance,n.
B2/C1,suspension,n.
B2/C1,suspicion,n.
B2/C1,suspicious,adj.
B2/C1,sustain,v.
B2/C1,swing,"v.,n."
B2/C1,sword,n.
B2/C1,symbolic,adj.
B2/C1,syndrome,n.
B2/C1,synthesis,n.
B2/C1,systematic,adj.
B2/C1,tackle,n.
B2/C1,tactic,n.
B2/C1,tactical,adj.
B2/C1,taxpayer,n.
B2/C1,tempt,v.
B2/C1,tenant,n.
B2/C1,tender,adj.
B2/C1,tenure,n.
B2/C1,terminal,adj.
B2/C1,terminate,v.
B2/C1,terrain,n.
B2/C1,terrific,adj.
B2/C1,testify,v.
B2/C1,testimony,n.
B2/C1,texture,n.
B2/C1,thankfully,adv.
B2/C1,theatrical,adj.
B2/C1,theology,n.
B2/C1,theoretical,adj.
B2/C1,thereafter,adv.
B2/C1,thereby,adv.
B2/C1,thoughtful,adj.
B2/C1,thought-provoking,adj.
B2/C1,thread,n.
B2/C1,threshold,n.
B2/C1,thrilled,adj.
B2/C1,thrive,v.
B2/C1,tide,n.
B2/C1,tighten,v.
B2/C1,timber,n.
B2/C1,timely,adj.
B2/C1,tobacco,n.
B2/C1,tolerance,n.
B2/C1,tolerate,v.
B2/C1,toll,n.
B2/C1,top,v.
B2/C1,torture,"n.,v."
B2/C1,toss,v.
B2/C1,total,v.
B2/C1,toxic,adj.
B2/C1,trace,n.
B2/C1,trademark,n.
B2/C1,trail,"n.,v."
B2/C1,trailer,n.
B2/C1,transaction,n.
B2/C1,transcript,n.
B2/C1,transformation,n.
B2/C1,transit,n.
B2/C1,transmission,n.
B2/C1,transparency,n.
B2/C1,transparent,adj.
B2/C1,trauma,n.
B2/C1,treaty,n.
B2/C1,tremendous,adj.
B2/C1,tribal,adj.
B2/C1,tribunal,n.
B2/C1,tribute,n.
B2/C1,trigger,n.
B2/C1,trio,n.
B2/C1,triumph,n.
B2/C1,trophy,n.
B2/C1,troubled,adj.
B2/C1,trustee,n.
B2/C1,tuition,n.
B2/C1,turnout,n.
B2/C1,turnover,n.
B2/C1,twist,"v.,n."
B2/C1,undergraduate,n.
B2/C1,underlying,adj.
B2/C1,undermine,v.
B2/C1,undoubtedly,adv.
B2/C1,unify,v.
B2/C1,unprecedented,adj.
B2/C1,unveil,v.
B2/C1,upcoming,adj.
B2/C1,upgrade,"v.,n."
B2/C1,uphold,v.
B2/C1,utility,n.
B2/C1,utilize,v.
B2/C1,utterly,adv.
B2/C1,vacuum,n.
B2/C1,vague,adj.
B2/C1,validity,n.
B2/C1,vanish,v.
B2/C1,variable,"n.,adj."
B2/C1,varied,adj.
B2/C1,vein,n.
B2/C1,venture,"n.,v."
B2/C1,verbal,adj.
B2/C1,verdict,n.
B2/C1,verify,v.
B2/C1,verse,n.
B2/C1,versus,prep.
B2/C1,vessel,n.
B2/C1,veteran,n.
B2/C1,viable,adj.
B2/C1,vibrant,adj.
B2/C1,vice,n.
B2/C1,vicious,adj.
B2/C1,villager,n.
B2/C1,violate,v.
B2/C1,violation,n.
B2/C1,virtue,n.
B2/C1,vocal,adj.
B2/C1,vow,v.
B2/C1,vulnerability,n.
B2/C1,vulnerable,adj.
B2/C1,ward,n.
B2/C1,warehouse,n.
B2/C1,warfare,n.
B2/C1,warrant,"n.,v."
B2/C1,warrior,n.
B2/C1,weaken,v.
B2/C1,weave,v.
B2/C1,weed,n.
B2/C1,well,n.
B2/C1,well-being,n.
B2/C1,whatsoever,adv.
B2/C1,whereby,adv.
B2/C1,whilst,conj.
B2/C1,whip,v.
B2/C1,wholly,adv.
B2/C1,widen,v.
B2/C1,widow,n.
B2/C1,width,n.
B2/C1,willingness,n.
B2/C1,wipe,v.
B2/C1,wit,n.
B2/C1,withdrawal,n.
B2/C1,workout,n.
B2/C1,worship,"n.,v."
B2/C1,worthwhile,adj.
B2/C1,worthy,adj.
B2/C1,yell,v.
B2/C1,yield,"n.,v."
B2/C1,youngster,n.
